"id","text","source","source_url","created_at","updated_at"
"fact-18","Reindeer like to eat bananas.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:51.601Z","2025-09-23T01:16:51.601Z"
"fact-19","No word in the English language rhymes with month, orange, silver and purple.","Language Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:51.769Z","2025-09-23T01:16:51.769Z"
"fact-20","The word ""samba"" means ""to rub navels together.""","Language Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:51.938Z","2025-09-23T01:16:51.938Z"
"fact-21","Mel Blanc (the voice of Bugs Bunny) was allergic to carrots.","Pop Culture Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:52.102Z","2025-09-23T01:16:52.102Z"
"fact-22","The electric chair was invented by a dentist.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:52.275Z","2025-09-23T01:16:52.275Z"
"fact-23","The very first bomb dropped by the Allies on Berlin during World War II Killed the only elephant in the Berlin Zoo.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:52.444Z","2025-09-23T01:16:52.444Z"
"fact-24","More people are killed annually by donkeys than airplane crashes.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:52.612Z","2025-09-23T01:16:52.612Z"
"fact-25","A 'jiffy' is a unit of time for 1/100th of a second.","Science Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:52.779Z","2025-09-23T01:16:52.779Z"
"fact-26","A whale's penis is called a dork.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:52.950Z","2025-09-23T01:16:52.950Z"
"fact-27","Because of the rotation of the earth, an object can be thrown farther if it is thrown west.","Science Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:53.123Z","2025-09-23T01:16:53.123Z"
"fact-28","The average person spends 6 months of their life sitting at red lights.","Miscellaneous Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:53.351Z","2025-09-23T01:16:53.351Z"
"fact-29","In 1912 a law passed in Nebraska where drivers in the country at night were required to stop every 150 yards, send up a skyrocket, wait eight minutes for the road to clear before proceeding cautiously, all the while blowing their horn and shooting off flares.","Legal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:53.568Z","2025-09-23T01:16:53.568Z"
"fact-30","More Monopoly money is printed in a year, than real money throughout the world.","Economic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:53.749Z","2025-09-23T01:16:53.749Z"
"fact-31","Caesar salad has nothing to do with any of the Caesars. It was first concocted in a bar in Tijuana, Mexico, in the 1920's.","Food & Drink Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:53.917Z","2025-09-23T01:16:53.917Z"
"fact-32","One quarter of the bones in your body are in your feet.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:54.085Z","2025-09-23T01:16:54.085Z"
"fact-33","Crocodiles and alligators are surprisingly fast on land. Although they are rapid, they are not agile. So, if being chased by one, run in a zigzag line to lose him or her.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:54.254Z","2025-09-23T01:16:54.254Z"
"fact-34","Seattle’s Fremont Bridge rises up and down more than any drawbridge in the world.","Geographic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:54.436Z","2025-09-23T01:16:54.436Z"
"fact-35","Right-handed people live, on average; nine years longer than left handed people.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:54.608Z","2025-09-23T01:16:54.608Z"
"fact-36","Ten percent of the Russian government's income comes from the sale of vodka.","Economic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:54.782Z","2025-09-23T01:16:54.782Z"
"fact-37","In the United States, a pound of potato chips costs two hundred times more than a pound of potatoes.","Economic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:54.949Z","2025-09-23T01:16:54.949Z"
"fact-38","A giraffe can go without water longer than a camel.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:55.114Z","2025-09-23T01:16:55.114Z"
"fact-39","A person cannot taste food unless it is mixed with saliva. For example, if a strong-tasting substance like salt is placed on a dry tongue, the taste buds will not be able to taste it. As soon as a drop of saliva is added and the salt is dissolved, however, a definite taste sensation results. This is true for all foods.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:55.280Z","2025-09-23T01:16:55.280Z"
"fact-40","Nearly 80% of all animals on earth have six legs.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:55.446Z","2025-09-23T01:16:55.446Z"
"fact-41","In the marriage ceremony of the ancient Inca Indians of Peru, the couple was considered officially wed when they took off their sandals and handed them to each other.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:55.614Z","2025-09-23T01:16:55.614Z"
"fact-42","Ninety percent of all species that have become extinct have been birds.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:55.781Z","2025-09-23T01:16:55.781Z"
"fact-43","There is approximately one chicken for every human being in the world.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:55.947Z","2025-09-23T01:16:55.947Z"
"fact-44","Most collect calls are made on father's day.","Miscellaneous Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:56.113Z","2025-09-23T01:16:56.113Z"
"fact-45","The first automobile race ever seen in the United States was held in Chicago in 1895. The track ran from Chicago to Evanston, Illinois. The winner was J. Frank Duryea, whose average speed was 71/2 miles per hour.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:56.281Z","2025-09-23T01:16:56.281Z"
"fact-46","Each of us generates about 3.5 pounds of rubbish a day, most of it paper.","Environmental Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:56.444Z","2025-09-23T01:16:56.444Z"
"fact-47","Women manage the money and pay the bills in 75% of all Americans households.","Sociology Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:56.609Z","2025-09-23T01:16:56.609Z"
"fact-48","A rainbow can be seen only in the morning or late afternoon. It can occur only when the sun is 40 degrees or less above the horizon.","Science Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:56.774Z","2025-09-23T01:16:56.774Z"
"fact-49","It has NEVER rained in Calama, a town in the Atacama Desert of Chile.","Geographic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:56.945Z","2025-09-23T01:16:56.945Z"
"fact-50","It costs more to buy a new car today in the United States than it cost Christopher Columbus to equip and undertake three voyages to and from the New World.","Economic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:57.114Z","2025-09-23T01:16:57.114Z"
"fact-51","The plastic things on the end of shoelaces are called aglets.","Miscellaneous Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:57.279Z","2025-09-23T01:16:57.279Z"
"fact-52","An eighteenth-century German named Matthew Birchinger, known as ""the little man of Nuremberg,"" played four musical instruments including the bagpipes, was an expert calligrapher, and was the most famous stage magician of his day. He performed tricks with the cup and balls that have never been explained. Yet Birchinger had no hands, legs, or thighs, and was less than 29 inches tall.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:57.447Z","2025-09-23T01:16:57.447Z"
"fact-53","Daylight Saving Time is not observed in most of the state of Arizona and parts of Indiana.","Geographic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:57.613Z","2025-09-23T01:16:57.613Z"
"fact-54","Ants closely resemble human manners: When they wake, they stretch & appear to yawn in a human manner before taking up the tasks of the day.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:57.781Z","2025-09-23T01:16:57.781Z"
"fact-55","Bees have 5 eyes. There are 3 small eyes on the top of a bee's head and 2 larger ones in front.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:57.957Z","2025-09-23T01:16:57.957Z"
"fact-56","Count the number of cricket chirps in a 15-second period, add 37 to the total, and your result will be very close to the actual outdoor Fahrenheit temperature.","Science Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:58.120Z","2025-09-23T01:16:58.120Z"
"fact-57","One-fourth of the world's population lives on less than $200 a year. Ninety million people survive on less than $75 a year.","Economic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:58.286Z","2025-09-23T01:16:58.286Z"
"fact-58","Butterflies taste with their hind feet.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:58.451Z","2025-09-23T01:16:58.451Z"
"fact-59","Only female mosquito’s' bite and most are attracted to the color blue twice as much as to any other color.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:58.618Z","2025-09-23T01:16:58.618Z"
"fact-60","If one places a tiny amount of liquor on a scorpion, it will instantly go mad and sting itself to death.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:58.787Z","2025-09-23T01:16:58.787Z"
"fact-61","It is illegal to hunt camels in the state of Arizona.","Legal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:58.967Z","2025-09-23T01:16:58.967Z"
"fact-62","In eighteenth-century English gambling dens, there was an employee whose only job was to swallow the dice if there was a police raid.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:59.134Z","2025-09-23T01:16:59.134Z"
"fact-63","There are no clocks in Las Vegas gambling casinos.","Miscellaneous Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:59.302Z","2025-09-23T01:16:59.302Z"
"fact-64","The human tongue tastes bitter things with the taste buds toward the back. Salty and pungent flavors are tasted in the middle of the tongue, sweet flavors at the tip!","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:59.468Z","2025-09-23T01:16:59.468Z"
"fact-65","The first product to have a bar code was Wrigley’s gum.","Business Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:59.634Z","2025-09-23T01:16:59.634Z"
"fact-66","When you sneeze, air and particles travel through the nostrils at speeds over 100 mph. During this time, all bodily functions stop, including your heart, contributing to the impossibility of keeping one's eyes open during a sneeze.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:59.802Z","2025-09-23T01:16:59.802Z"
"fact-67","Annual growth of WWW traffic is 314,000%","Technology Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:16:59.967Z","2025-09-23T01:16:59.967Z"
"fact-68","%60 of all people using the Internet, use it for pornography.","Sociology Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:00.133Z","2025-09-23T01:17:00.133Z"
"fact-69","In 1778, fashionable women of Paris never went out in blustery weather without a lightning rod attached to their hats.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:00.298Z","2025-09-23T01:17:00.298Z"
"fact-70","Sex burns 360 calories per hour.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:00.465Z","2025-09-23T01:17:00.465Z"
"fact-71","A raisin dropped in a glass of fresh champagne will bounce up and down continually from the bottom of the glass to the top.","Science Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:00.633Z","2025-09-23T01:17:00.633Z"
"fact-72","Celery has negative calories! It takes more calories to eat a piece of celery than the celery has in it.","Food & Drink Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:00.808Z","2025-09-23T01:17:00.808Z"
"fact-73","The average lead pencil will draw a line 35 miles long or write approximately 50,000 English words. More than 2 billion pencils are manufactured each year in the United States. If these were laid end to end they would circle the world nine times.","Miscellaneous Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:00.980Z","2025-09-23T01:17:00.980Z"
"fact-74","The pop you hear when you crack your knuckles is actually a bubble of gas burning.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:01.150Z","2025-09-23T01:17:01.150Z"
"fact-75","A literal translation of a standard traffic sign in China: ""Give large space to the festive dog that makes sport in the roadway.""","Language Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:01.317Z","2025-09-23T01:17:01.317Z"
"fact-76","You burn more calories sleeping than you do watching TV.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:01.484Z","2025-09-23T01:17:01.484Z"
"fact-77","Larry Lewis ran the 100-yard dash in 17.8 seconds in 1969, thereby setting a new world's record for runners in the 100-years-or-older class. He was 101.","Sports Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:01.651Z","2025-09-23T01:17:01.651Z"
"fact-78","In a lifetime the average human produces enough quarts of spit to fill 2 swimming pools.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:01.821Z","2025-09-23T01:17:01.821Z"
"fact-79","It's against the law to doze off under a hair dryer in Florida/against the law to slap an old friend on the back in Georgia/against the law to Play hopscotch on a Sunday in Missouri.","Legal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:01.987Z","2025-09-23T01:17:01.987Z"
"fact-80","Barbie's measurements, if she were life-size, would be 39-29-33.","Pop Culture Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:02.158Z","2025-09-23T01:17:02.158Z"
"fact-81","The human heart creates enough pressure to squirt blood 30ft.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:02.331Z","2025-09-23T01:17:02.331Z"
"fact-82","One third of all cancers are sun related.","Health Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:02.509Z","2025-09-23T01:17:02.509Z"
"fact-83","THE MOST UNUSUAL CANNONBALL: On two occasions, Miss 'Rita Thunderbird' remained inside the cannon despite a lot of gunpowder encouragement to do otherwise. She performed in a gold lamé bikini and on one of the two occasions (1977) Miss Thunderbird remained lodged in the cannon, while her bra was shot across the Thames River.","Miscellaneous Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:02.679Z","2025-09-23T01:17:02.679Z"
"fact-84","It has been estimated that humans use only 10% of their brain.","Myth Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:02.849Z","2025-09-23T01:17:02.849Z"
"fact-85","Valentine Tapley from Pike County, Missouri grew chin whiskers attaining a length of twelve feet six inches from 1860 until his death 1910, protesting Abraham Lincoln's election to the presidency.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:03.017Z","2025-09-23T01:17:03.017Z"
"fact-86","Most Egyptians died by the time they were 30 about 300 years ago,","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:03.186Z","2025-09-23T01:17:03.186Z"
"fact-87","For some time Frederic Chopin, the composer and pianist, wore a beard on only one side of his face, explaining: ""It does not matter, my audience sees only my right side.""","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:03.355Z","2025-09-23T01:17:03.355Z"
"fact-88","1 in every 4 Americans has appeared someway or another on television.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:03.523Z","2025-09-23T01:17:03.523Z"
"fact-89","1 in 8 Americans has worked at a McDonalds restaurant.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:03.691Z","2025-09-23T01:17:03.691Z"
"fact-90","70% of all boats sold are used for fishing.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:03.863Z","2025-09-23T01:17:03.863Z"
"fact-91","Studies have shown that children laugh an average of 300 times/day and adults 17 times/day, making the average child more optimistic, curious, and creative than the adult.","Sociology Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:04.032Z","2025-09-23T01:17:04.032Z"
"fact-92","A pregnant goldfish is called a twit.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:04.205Z","2025-09-23T01:17:04.205Z"
"fact-93","The shortest war in history was between Zanzibar and England in 1896. Zanzibar surrendered after 38 minutes.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:04.371Z","2025-09-23T01:17:04.371Z"
"fact-94","You were born with 300 bones, but by the time you are an adult you will only have 206.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:04.541Z","2025-09-23T01:17:04.541Z"
"fact-95","If you go blind in one eye you only lose about one fifth of your vision but all your sense of depth.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:04.716Z","2025-09-23T01:17:04.716Z"
"fact-96","Women blink nearly twice as much as men.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:04.887Z","2025-09-23T01:17:04.887Z"
"fact-97","The strongest muscle (Relative to size) in the body is the tongue.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:05.053Z","2025-09-23T01:17:05.053Z"
"fact-98","A Boeing 747's wingspan is longer than the Wright brother's first flight.","Technology Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:05.221Z","2025-09-23T01:17:05.221Z"
"fact-99","American Airlines saved $40,000 in 1987 by eliminating one olive from each salad served in first-class.","Business Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:05.390Z","2025-09-23T01:17:05.390Z"
"fact-100","Average life span of a major league baseball: 7 pitches.","Sports Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:05.558Z","2025-09-23T01:17:05.558Z"
"fact-101","A palindrome is a sentence or group of sentences that reads the same backwards as it does forward: Ex: 'Red rum, sir, is murder.' 'Ma is as selfless as I am.' 'Nurse, I spy gypsies. Run!' 'A man, a plan, a canal - Panama.' 'He lived as a devil, eh?'","Language Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:05.726Z","2025-09-23T01:17:05.726Z"
"fact-102","The first CD pressed in the US was Bruce Springsteen's 'Born in the USA'","Music Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:05.894Z","2025-09-23T01:17:05.894Z"
"fact-103","In 1986 Congress & President Ronald Reagan signed Public Law 99-359, which changed Daylight Saving Time from the last Sunday in April to the first Sunday in April. It was estimated to save the nation about 300,000 barrels of oil each year by adding most of the month April to D.S.T.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:06.064Z","2025-09-23T01:17:06.064Z"
"fact-104","The thumbnail grows the slowest, the middle nail the fastest, nearly 4 times faster than toenails.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:06.232Z","2025-09-23T01:17:06.232Z"
"fact-105","The Human eyes never grow, but nose and ears never stop growing.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:06.403Z","2025-09-23T01:17:06.403Z"
"fact-106","The 57 on Heinz ketchup bottles represents the number of varieties of pickles the company once had.","Business Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:06.573Z","2025-09-23T01:17:06.573Z"
"fact-107","Tom Sawyer was the first novel written on a typewriter.","Literature Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:06.743Z","2025-09-23T01:17:06.743Z"
"fact-108","If Texas were a country, its GNP would be the fifth largest of any country in the world.","Economic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:06.923Z","2025-09-23T01:17:06.923Z"
"fact-109","There are 1 million ants for every human in the world.","Animal Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:07.291Z","2025-09-23T01:17:07.291Z"
"fact-110","Odds of being killed by lightening? 1 in 2million/killed in a car crash? 1 in 5,000/killed by falling out of bed? 1 in 2million/killed in a plane crash? 1 in 25 million.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:07.461Z","2025-09-23T01:17:07.461Z"
"fact-111","Since 1978, 37 people have died by Vending Machine's falling on them. 13 people are killed annually. All this while trying to shake merchandise out of them. 113 people have been injured.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:07.631Z","2025-09-23T01:17:07.631Z"
"fact-112","Half the foods eaten throughout the world today were developed by farmers in the Andes Mountains (including potatoes, maize, sweet potatoes, squash, all varieties of beans, peanuts, manioc, papayas, strawberries, mulberries and many others).","Food & Drink Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:07.805Z","2025-09-23T01:17:07.805Z"
"fact-113","The 'Golden Arches' of fast food chain McDonalds is more recognized worldwide than the religious cross of Christianity.","Business Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:07.980Z","2025-09-23T01:17:07.980Z"
"fact-114","Former basketball superstar Michael Jordan is the most recognized face in the world, more than the pope himself.","Sports Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:08.150Z","2025-09-23T01:17:08.150Z"
"fact-115","The average talker sprays about 300 microscopic saliva droplets per minute, about 2.5 droplets per word.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:08.322Z","2025-09-23T01:17:08.322Z"
"fact-116","The Earth experiences 50,000 Earth quakes per year and is hit by Lightning 100 times a second.","Science Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:08.494Z","2025-09-23T01:17:08.494Z"
"fact-117","Every year 11,000 Americans injure themselves while trying out bizarre sexual positions.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:08.670Z","2025-09-23T01:17:08.670Z"
"fact-118","If we had the same mortality rate now as in 1900, more than half the people in the world today would not be alive.","Statistics Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:08.842Z","2025-09-23T01:17:08.842Z"
"fact-119","On average, Americans eat 18 acres of pizza everyday.","Food & Drink Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:09.013Z","2025-09-23T01:17:09.013Z"
"fact-120","Researchers at the Texas Department of Highways in Fort Worth determined the cow population of the U.S. burps some 50 million tons of valuable hydrocarbons into the atmosphere each year. The accumulated burps of ten average cows could keep a small house adequately heated and its stove operating for a year.","Science Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:09.185Z","2025-09-23T01:17:09.185Z"
"fact-121","During a severe windstorm or rainstorm the Empire State Building sways several feet to either side.","Architectural Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:09.357Z","2025-09-23T01:17:09.357Z"
"fact-122","In the last 3,500 years, there have been approximately 230 years of peace throughout the civilized world.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:09.524Z","2025-09-23T01:17:09.524Z"
"fact-123","The Black Death reduced the population of Europe by one third in the period from 1347 to 1351.","History Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:09.693Z","2025-09-23T01:17:09.693Z"
"fact-124","The average person spends about two years on the phone in a lifetime.","Miscellaneous Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:09.865Z","2025-09-23T01:17:09.865Z"
"fact-125","Length of beard an average man would grow if he never shaved 27.5 feet","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:10.036Z","2025-09-23T01:17:10.036Z"
"fact-126","Over 60% of all those who marry get divorced.","Sociology Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:10.208Z","2025-09-23T01:17:10.208Z"
"fact-127","400-quarter pounders can be made from 1 cow.","Food & Drink Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:10.378Z","2025-09-23T01:17:10.378Z"
"fact-128","A full-loaded supertanker traveling at normal speed takes at least 20 minutes to stop.","Technology Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:10.550Z","2025-09-23T01:17:10.550Z"
"fact-129","Coca-Cola was originally green.","Food & Drink Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:10.718Z","2025-09-23T01:17:10.718Z"
"fact-130","Men can read smaller print than women; women can hear better.","Human Body Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:10.885Z","2025-09-23T01:17:10.885Z"
"fact-131","Hong Kong holds the most Rolls Royce’s per capita.","Geographic Facts","https://www.djtech.net/humor/useless_facts.htm","2025-09-23T01:17:11.054Z","2025-09-23T01:17:11.054Z"
